"","trial","subject","offer_A","RT","offer_B","is_choice_A","choice","subject_original_id"
"1110",1110,15,4,0.999,5,1,4,"69e7bc846cba08f9ba801f73"
"1111",1111,15,3,1.052,5,1,3,"69e7bc846cba08f9ba801f73"
"1112",1112,15,4,1.176,5,0,5,"69e7bc846cba08f9ba801f73"
"1113",1113,15,6,0.655,5,0,5,"69e7bc846cba08f9ba801f73"
"1114",1114,15,7,1.004,5,1,7,"69e7bc846cba08f9ba801f73"
"1115",1115,15,6,1.02,5,0,5,"69e7bc846cba08f9ba801f73"
"1116",1116,15,3,1.029,5,0,5,"69e7bc846cba08f9ba801f73"
"1117",1117,15,2,0.93,5,0,5,"69e7bc846cba08f9ba801f73"
"1118",1118,15,4,0.86,5,1,4,"69e7bc846cba08f9ba801f73"
"1119",1119,15,2,0.984,5,0,5,"69e7bc846cba08f9ba801f73"
"1120",1120,15,8,0.984,5,1,8,"69e7bc846cba08f9ba801f73"
"1121",1121,15,7,1.184,5,1,7,"69e7bc846cba08f9ba801f73"
"1122",1122,15,3,1.025,5,0,5,"69e7bc846cba08f9ba801f73"
"1123",1123,15,6,1.734,5,1,6,"69e7bc846cba08f9ba801f73"
"1124",1124,15,8,1.282,5,1,8,"69e7bc846cba08f9ba801f73"
"1125",1125,15,8,0.723,5,1,8,"69e7bc846cba08f9ba801f73"
"1126",1126,15,2,1.391,5,0,5,"69e7bc846cba08f9ba801f73"
"1127",1127,15,4,1.824,5,0,5,"69e7bc846cba08f9ba801f73"
"1128",1128,15,7,1.383,5,1,7,"69e7bc846cba08f9ba801f73"
"1129",1129,15,6,1.402,5,0,5,"69e7bc846cba08f9ba801f73"
"1130",1130,15,3,0.757,5,0,5,"69e7bc846cba08f9ba801f73"
"1131",1131,15,2,1.042,5,0,5,"69e7bc846cba08f9ba801f73"
"1132",1132,15,6,0.927,5,1,6,"69e7bc846cba08f9ba801f73"
"1133",1133,15,8,1.196,5,1,8,"69e7bc846cba08f9ba801f73"
"1134",1134,15,2,0.674,5,0,5,"69e7bc846cba08f9ba801f73"
"1135",1135,15,4,1.214,5,1,4,"69e7bc846cba08f9ba801f73"
"1136",1136,15,8,1.289,5,1,8,"69e7bc846cba08f9ba801f73"
"1137",1137,15,8,0.673,5,1,8,"69e7bc846cba08f9ba801f73"
"1138",1138,15,7,1.387,5,1,7,"69e7bc846cba08f9ba801f73"
"1139",1139,15,7,1.245,5,1,7,"69e7bc846cba08f9ba801f73"
"1140",1140,15,6,2.147,5,0,5,"69e7bc846cba08f9ba801f73"
"1141",1141,15,3,1.543,5,1,3,"69e7bc846cba08f9ba801f73"
"1142",1142,15,3,1.335,5,1,3,"69e7bc846cba08f9ba801f73"
"1143",1143,15,2,1.134,5,0,5,"69e7bc846cba08f9ba801f73"
"1144",1144,15,6,1.425,5,1,6,"69e7bc846cba08f9ba801f73"
"1145",1145,15,3,1.162,5,0,5,"69e7bc846cba08f9ba801f73"
"1146",1146,15,7,0.929,5,1,7,"69e7bc846cba08f9ba801f73"
"1147",1147,15,4,1.245,5,1,4,"69e7bc846cba08f9ba801f73"
"1148",1148,15,2,0.724,5,0,5,"69e7bc846cba08f9ba801f73"
"1149",1149,15,3,1.121,5,0,5,"69e7bc846cba08f9ba801f73"
"1150",1150,15,4,1.018,5,0,5,"69e7bc846cba08f9ba801f73"
"1151",1151,15,3,0.9,5,0,5,"69e7bc846cba08f9ba801f73"
"1152",1152,15,8,1.264,5,1,8,"69e7bc846cba08f9ba801f73"
"1153",1153,15,6,1.192,5,1,6,"69e7bc846cba08f9ba801f73"
"1154",1154,15,7,1.215,5,1,7,"69e7bc846cba08f9ba801f73"
"1155",1155,15,7,0.904,5,1,7,"69e7bc846cba08f9ba801f73"
"1156",1156,15,2,0.602,5,0,5,"69e7bc846cba08f9ba801f73"
"1157",1157,15,8,0.589,5,1,8,"69e7bc846cba08f9ba801f73"
"1158",1158,15,6,0.708,5,1,6,"69e7bc846cba08f9ba801f73"
"1159",1159,15,8,1.311,5,1,8,"69e7bc846cba08f9ba801f73"
"1160",1160,15,4,1.332,5,0,5,"69e7bc846cba08f9ba801f73"
"1161",1161,15,3,1.889,5,0,5,"69e7bc846cba08f9ba801f73"
"1162",1162,15,7,1.244,5,0,5,"69e7bc846cba08f9ba801f73"
"1163",1163,15,4,1.506,5,0,5,"69e7bc846cba08f9ba801f73"
"1164",1164,15,2,1.106,5,0,5,"69e7bc846cba08f9ba801f73"
"1165",1165,15,3,1.245,5,0,5,"69e7bc846cba08f9ba801f73"
"1166",1166,15,8,0.692,5,1,8,"69e7bc846cba08f9ba801f73"
"1167",1167,15,7,1.078,5,1,7,"69e7bc846cba08f9ba801f73"
"1168",1168,15,3,1.483,5,0,5,"69e7bc846cba08f9ba801f73"
"1169",1169,15,6,0.688,5,1,6,"69e7bc846cba08f9ba801f73"
"1170",1170,15,4,1.158,5,0,5,"69e7bc846cba08f9ba801f73"
"1171",1171,15,7,1.153,5,1,7,"69e7bc846cba08f9ba801f73"
"1172",1172,15,4,0.779,5,0,5,"69e7bc846cba08f9ba801f73"
"1173",1173,15,2,0.61,5,0,5,"69e7bc846cba08f9ba801f73"
"1174",1174,15,6,0.653,5,0,5,"69e7bc846cba08f9ba801f73"
"1175",1175,15,8,1.037,5,1,8,"69e7bc846cba08f9ba801f73"
"1176",1176,15,6,1.772,5,0,5,"69e7bc846cba08f9ba801f73"
"1177",1177,15,8,0.815,5,1,8,"69e7bc846cba08f9ba801f73"
"1178",1178,16,6,2.453,5,1,6,"69e93862861d83c30bb6e586"
"1179",1179,16,6,2.324,5,1,6,"69e93862861d83c30bb6e586"
"1180",1180,16,8,2.407,5,1,8,"69e93862861d83c30bb6e586"
"1181",1181,16,2,1.581,5,1,2,"69e93862861d83c30bb6e586"
"1182",1182,16,6,3.157,5,1,6,"69e93862861d83c30bb6e586"
"1183",1183,16,2,2.846,5,0,5,"69e93862861d83c30bb6e586"
"1184",1184,16,2,2.484,5,0,5,"69e93862861d83c30bb6e586"
"1185",1185,16,8,2.302,5,1,8,"69e93862861d83c30bb6e586"
"1186",1186,16,4,2.781,5,1,4,"69e93862861d83c30bb6e586"
"1187",1187,16,4,3.232,5,0,5,"69e93862861d83c30bb6e586"
"1188",1188,16,8,2.746,5,1,8,"69e93862861d83c30bb6e586"
"1189",1189,16,4,2.441,5,0,5,"69e93862861d83c30bb6e586"
"1190",1190,16,7,1.858,5,1,7,"69e93862861d83c30bb6e586"
"1191",1191,16,3,2.225,5,0,5,"69e93862861d83c30bb6e586"
"1192",1192,16,3,1.843,5,0,5,"69e93862861d83c30bb6e586"
"1193",1193,16,6,1.8,5,1,6,"69e93862861d83c30bb6e586"
"1194",1194,16,2,1.415,5,1,2,"69e93862861d83c30bb6e586"
"1195",1195,16,2,1.989,5,0,5,"69e93862861d83c30bb6e586"
"1196",1196,16,7,1.375,5,1,7,"69e93862861d83c30bb6e586"
"1197",1197,16,4,1.535,5,1,4,"69e93862861d83c30bb6e586"
"1198",1198,16,6,2.074,5,1,6,"69e93862861d83c30bb6e586"
"1199",1199,16,7,1.704,5,1,7,"69e93862861d83c30bb6e586"
"1200",1200,16,4,2.554,5,1,4,"69e93862861d83c30bb6e586"
"1201",1201,16,7,2.705,5,1,7,"69e93862861d83c30bb6e586"
"1202",1202,16,2,1.844,5,0,5,"69e93862861d83c30bb6e586"
"1203",1203,16,3,2.285,5,0,5,"69e93862861d83c30bb6e586"
"1204",1204,16,8,2.419,5,1,8,"69e93862861d83c30bb6e586"
"1205",1205,16,4,2.84,5,1,4,"69e93862861d83c30bb6e586"
"1206",1206,16,8,2.242,5,1,8,"69e93862861d83c30bb6e586"
"1207",1207,16,3,1.853,5,0,5,"69e93862861d83c30bb6e586"
"1208",1208,16,6,1.634,5,1,6,"69e93862861d83c30bb6e586"
"1209",1209,16,8,0.811,5,1,8,"69e93862861d83c30bb6e586"
"1210",1210,16,7,2.286,5,0,5,"69e93862861d83c30bb6e586"
"1211",1211,16,8,1.55,5,1,8,"69e93862861d83c30bb6e586"
"1212",1212,16,4,2.13,5,0,5,"69e93862861d83c30bb6e586"
"1213",1213,16,7,2.052,5,1,7,"69e93862861d83c30bb6e586"
"1214",1214,16,3,1.987,5,0,5,"69e93862861d83c30bb6e586"
"1215",1215,16,3,3.483,5,1,3,"69e93862861d83c30bb6e586"
"1216",1216,16,4,1.625,5,0,5,"69e93862861d83c30bb6e586"
"1217",1217,16,2,2.036,5,0,5,"69e93862861d83c30bb6e586"
"1218",1218,16,4,2.889,5,0,5,"69e93862861d83c30bb6e586"
"1219",1219,16,3,1.531,5,0,5,"69e93862861d83c30bb6e586"
"1220",1220,16,6,1.489,5,1,6,"69e93862861d83c30bb6e586"
"1221",1221,16,6,2.694,5,0,5,"69e93862861d83c30bb6e586"
"1222",1222,16,7,1.639,5,1,7,"69e93862861d83c30bb6e586"
"1223",1223,16,2,2.854,5,0,5,"69e93862861d83c30bb6e586"
"1224",1224,16,8,1.556,5,1,8,"69e93862861d83c30bb6e586"
"1225",1225,16,2,1.453,5,0,5,"69e93862861d83c30bb6e586"
"1226",1226,16,6,2.871,5,1,6,"69e93862861d83c30bb6e586"
"1227",1227,16,8,1.927,5,1,8,"69e93862861d83c30bb6e586"
"1228",1228,16,8,1.659,5,1,8,"69e93862861d83c30bb6e586"
"1229",1229,16,3,1.713,5,0,5,"69e93862861d83c30bb6e586"
"1230",1230,16,7,2.567,5,0,5,"69e93862861d83c30bb6e586"
"1231",1231,16,3,3.522,5,1,3,"69e93862861d83c30bb6e586"
"1232",1232,16,7,3.155,5,0,5,"69e93862861d83c30bb6e586"
"1233",1233,16,4,1.936,5,1,4,"69e93862861d83c30bb6e586"
"1234",1234,16,2,1.735,5,0,5,"69e93862861d83c30bb6e586"
"1235",1235,16,6,2.955,5,0,5,"69e93862861d83c30bb6e586"
"1236",1236,16,2,1.32,5,0,5,"69e93862861d83c30bb6e586"
"1237",1237,16,4,1.789,5,0,5,"69e93862861d83c30bb6e586"
"1238",1238,16,6,2.422,5,1,6,"69e93862861d83c30bb6e586"
"1239",1239,16,6,1.057,5,1,6,"69e93862861d83c30bb6e586"
"1240",1240,16,2,1.878,5,0,5,"69e93862861d83c30bb6e586"
"1241",1241,16,4,1.725,5,0,5,"69e93862861d83c30bb6e586"
"1242",1242,16,7,1.758,5,1,7,"69e93862861d83c30bb6e586"
"1243",1243,16,3,2.248,5,0,5,"69e93862861d83c30bb6e586"
"1244",1244,16,7,1.401,5,0,5,"69e93862861d83c30bb6e586"
"1245",1245,16,2,0.859,5,0,5,"69e93862861d83c30bb6e586"
"1246",1246,16,2,0.619,5,0,5,"69e93862861d83c30bb6e586"
"1247",1247,16,6,1.421,5,1,6,"69e93862861d83c30bb6e586"
"1248",1248,16,8,1.154,5,1,8,"69e93862861d83c30bb6e586"
"1249",1249,16,8,1.584,5,1,8,"69e93862861d83c30bb6e586"
"1250",1250,16,3,1.421,5,0,5,"69e93862861d83c30bb6e586"
"1251",1251,16,6,1.652,5,1,6,"69e93862861d83c30bb6e586"
"1252",1252,16,2,1.923,5,0,5,"69e93862861d83c30bb6e586"
"1253",1253,16,3,1.143,5,1,3,"69e93862861d83c30bb6e586"
"1254",1254,16,8,1.914,5,1,8,"69e93862861d83c30bb6e586"
"1255",1255,16,4,1.862,5,1,4,"69e93862861d83c30bb6e586"
"1256",1256,16,7,1.637,5,1,7,"69e93862861d83c30bb6e586"
"1257",1257,16,4,2.499,5,0,5,"69e93862861d83c30bb6e586"
"1258",1258,16,4,1.42,5,0,5,"69e93862861d83c30bb6e586"
"1259",1259,16,6,1.983,5,1,6,"69e93862861d83c30bb6e586"
"1260",1260,16,3,1.35,5,1,3,"69e93862861d83c30bb6e586"
"1261",1261,16,8,2.078,5,0,5,"69e93862861d83c30bb6e586"
"1262",1262,16,6,2.155,5,0,5,"69e93862861d83c30bb6e586"
"1263",1263,16,7,1.713,5,1,7,"69e93862861d83c30bb6e586"
"1264",1264,16,7,1.831,5,1,7,"69e93862861d83c30bb6e586"
"1265",1265,16,7,2.096,5,1,7,"69e93862861d83c30bb6e586"
"1266",1266,16,3,2.431,5,1,3,"69e93862861d83c30bb6e586"
"1267",1267,16,4,1.296,5,0,5,"69e93862861d83c30bb6e586"
"1268",1268,16,4,1.873,5,1,4,"69e93862861d83c30bb6e586"
"1269",1269,16,3,1.617,5,0,5,"69e93862861d83c30bb6e586"
"1270",1270,16,8,1.316,5,1,8,"69e93862861d83c30bb6e586"
"1271",1271,16,2,1.548,5,0,5,"69e93862861d83c30bb6e586"
"1272",1272,16,3,2.152,5,0,5,"69e93862861d83c30bb6e586"
"1273",1273,16,6,2.059,5,0,5,"69e93862861d83c30bb6e586"
"1274",1274,16,2,1.597,5,0,5,"69e93862861d83c30bb6e586"
"1275",1275,16,8,1.582,5,1,8,"69e93862861d83c30bb6e586"
"1276",1276,16,2,0.897,5,0,5,"69e93862861d83c30bb6e586"
"1277",1277,16,6,1.435,5,1,6,"69e93862861d83c30bb6e586"
"1278",1278,16,4,3.052,5,0,5,"69e93862861d83c30bb6e586"
"1279",1279,16,8,2.607,5,1,8,"69e93862861d83c30bb6e586"
"1280",1280,16,6,1.539,5,1,6,"69e93862861d83c30bb6e586"
"1281",1281,16,7,1.613,5,1,7,"69e93862861d83c30bb6e586"
"1282",1282,16,8,1.964,5,1,8,"69e93862861d83c30bb6e586"
"1283",1283,16,3,1.741,5,0,5,"69e93862861d83c30bb6e586"
"1284",1284,16,2,0.912,5,0,5,"69e93862861d83c30bb6e586"
"1285",1285,16,4,3.176,5,1,4,"69e93862861d83c30bb6e586"
"1286",1286,16,7,1.898,5,1,7,"69e93862861d83c30bb6e586"
"1287",1287,16,8,1.899,5,1,8,"69e93862861d83c30bb6e586"
"1288",1288,16,3,2.201,5,0,5,"69e93862861d83c30bb6e586"
"1289",1289,16,2,0.9,5,0,5,"69e93862861d83c30bb6e586"
"1290",1290,16,3,1.433,5,0,5,"69e93862861d83c30bb6e586"
"1291",1291,16,6,1.393,5,1,6,"69e93862861d83c30bb6e586"
"1292",1292,16,4,2.021,5,0,5,"69e93862861d83c30bb6e586"
"1293",1293,16,7,1.066,5,1,7,"69e93862861d83c30bb6e586"
"1294",1294,16,6,1.235,5,1,6,"69e93862861d83c30bb6e586"
"1295",1295,16,2,1.234,5,0,5,"69e93862861d83c30bb6e586"
"1296",1296,16,7,1.434,5,1,7,"69e93862861d83c30bb6e586"
"1297",1297,16,8,1.172,5,1,8,"69e93862861d83c30bb6e586"
"1298",1298,16,8,2.75,5,1,8,"69e93862861d83c30bb6e586"
"1299",1299,16,7,1.748,5,1,7,"69e93862861d83c30bb6e586"
"1300",1300,16,2,0.729,5,0,5,"69e93862861d83c30bb6e586"
"1301",1301,16,8,0.926,5,1,8,"69e93862861d83c30bb6e586"
"1302",1302,16,6,1.844,5,1,6,"69e93862861d83c30bb6e586"
"1303",1303,16,6,1.389,5,0,5,"69e93862861d83c30bb6e586"
"1304",1304,16,4,2.454,5,0,5,"69e93862861d83c30bb6e586"
"1305",1305,16,3,1.877,5,0,5,"69e93862861d83c30bb6e586"
"1306",1306,16,4,1.682,5,0,5,"69e93862861d83c30bb6e586"
"1307",1307,16,3,1.698,5,0,5,"69e93862861d83c30bb6e586"
"1308",1308,16,4,1.361,5,0,5,"69e93862861d83c30bb6e586"
"1309",1309,16,6,1.38,5,0,5,"69e93862861d83c30bb6e586"
"1310",1310,16,7,1.604,5,1,7,"69e93862861d83c30bb6e586"
"1311",1311,16,3,1.094,5,0,5,"69e93862861d83c30bb6e586"
"1312",1312,17,4,1.622,5,1,4,"69ea501f7c2740d540da0443"
"1313",1313,17,8,1.433,5,1,8,"69ea501f7c2740d540da0443"
"1314",1314,17,7,1.327,5,0,5,"69ea501f7c2740d540da0443"
"1315",1315,17,6,1.355,5,1,6,"69ea501f7c2740d540da0443"
"1316",1316,17,6,1.282,5,1,6,"69ea501f7c2740d540da0443"
"1317",1317,17,4,2.443,5,1,4,"69ea501f7c2740d540da0443"
"1318",1318,17,6,1.131,5,1,6,"69ea501f7c2740d540da0443"
"1319",1319,17,3,1.294,5,0,5,"69ea501f7c2740d540da0443"
"1320",1320,17,7,1.383,5,1,7,"69ea501f7c2740d540da0443"
"1321",1321,17,3,0.623,5,0,5,"69ea501f7c2740d540da0443"
"1322",1322,17,4,1.151,5,0,5,"69ea501f7c2740d540da0443"
"1323",1323,17,7,0.806,5,1,7,"69ea501f7c2740d540da0443"
"1324",1324,17,2,0.859,5,0,5,"69ea501f7c2740d540da0443"
"1325",1325,17,8,1.065,5,1,8,"69ea501f7c2740d540da0443"
"1326",1326,17,2,2.058,5,0,5,"69ea501f7c2740d540da0443"
"1327",1327,17,3,1.025,5,0,5,"69ea501f7c2740d540da0443"
"1328",1328,17,8,1.032,5,1,8,"69ea501f7c2740d540da0443"
"1329",1329,17,6,1.051,5,1,6,"69ea501f7c2740d540da0443"
"1330",1330,17,2,1.2,5,0,5,"69ea501f7c2740d540da0443"
"1331",1331,17,4,1.236,5,1,4,"69ea501f7c2740d540da0443"
"1332",1332,17,6,1.188,5,0,5,"69ea501f7c2740d540da0443"
"1333",1333,17,3,1.428,5,1,3,"69ea501f7c2740d540da0443"
"1334",1334,17,4,1.925,5,1,4,"69ea501f7c2740d540da0443"
"1335",1335,17,3,1.1,5,0,5,"69ea501f7c2740d540da0443"
"1336",1336,17,2,1.03,5,0,5,"69ea501f7c2740d540da0443"
"1337",1337,17,8,0.693,5,0,5,"69ea501f7c2740d540da0443"
"1338",1338,17,7,1.217,5,1,7,"69ea501f7c2740d540da0443"
"1339",1339,17,6,1.816,5,0,5,"69ea501f7c2740d540da0443"
"1340",1340,17,2,1.062,5,0,5,"69ea501f7c2740d540da0443"
"1341",1341,17,7,1.343,5,1,7,"69ea501f7c2740d540da0443"
"1342",1342,17,8,1.212,5,1,8,"69ea501f7c2740d540da0443"
"1343",1343,17,4,1.079,5,0,5,"69ea501f7c2740d540da0443"
"1344",1344,17,8,1.893,5,1,8,"69ea501f7c2740d540da0443"
"1345",1345,17,3,0.835,5,0,5,"69ea501f7c2740d540da0443"
"1346",1346,17,7,0.752,5,1,7,"69ea501f7c2740d540da0443"
"1347",1347,17,6,2.36,5,0,5,"69ea501f7c2740d540da0443"
"1348",1348,17,4,0.813,5,0,5,"69ea501f7c2740d540da0443"
"1349",1349,17,6,1.11,5,0,5,"69ea501f7c2740d540da0443"
"1350",1350,17,6,1.14,5,1,6,"69ea501f7c2740d540da0443"
"1351",1351,17,7,1.907,5,1,7,"69ea501f7c2740d540da0443"
"1352",1352,17,7,1.358,5,1,7,"69ea501f7c2740d540da0443"
"1353",1353,17,8,1.373,5,1,8,"69ea501f7c2740d540da0443"
"1354",1354,17,4,0.731,5,0,5,"69ea501f7c2740d540da0443"
"1355",1355,17,3,1.054,5,0,5,"69ea501f7c2740d540da0443"
"1356",1356,17,4,1.39,5,0,5,"69ea501f7c2740d540da0443"
"1357",1357,17,7,1.096,5,1,7,"69ea501f7c2740d540da0443"
"1358",1358,17,8,1.252,5,0,5,"69ea501f7c2740d540da0443"
"1359",1359,17,2,1.157,5,0,5,"69ea501f7c2740d540da0443"
"1360",1360,17,3,0.94,5,0,5,"69ea501f7c2740d540da0443"
"1361",1361,17,3,2.036,5,0,5,"69ea501f7c2740d540da0443"
"1362",1362,17,2,2.154,5,0,5,"69ea501f7c2740d540da0443"
"1363",1363,17,2,1.178,5,0,5,"69ea501f7c2740d540da0443"
"1364",1364,17,6,1.179,5,1,6,"69ea501f7c2740d540da0443"
"1365",1365,17,3,1.02,5,0,5,"69ea501f7c2740d540da0443"
"1366",1366,17,2,0.995,5,1,2,"69ea501f7c2740d540da0443"
"1367",1367,17,2,0.597,5,0,5,"69ea501f7c2740d540da0443"
"1368",1368,17,2,1.077,5,0,5,"69ea501f7c2740d540da0443"
"1369",1369,17,6,1.68,5,0,5,"69ea501f7c2740d540da0443"
"1370",1370,17,4,1.695,5,0,5,"69ea501f7c2740d540da0443"
"1371",1371,17,4,1.36,5,1,4,"69ea501f7c2740d540da0443"
"1372",1372,17,8,1.513,5,0,5,"69ea501f7c2740d540da0443"
"1373",1373,17,4,1.096,5,0,5,"69ea501f7c2740d540da0443"
"1374",1374,17,7,2.254,5,1,7,"69ea501f7c2740d540da0443"
"1375",1375,17,7,1.423,5,1,7,"69ea501f7c2740d540da0443"
"1376",1376,17,3,1.111,5,0,5,"69ea501f7c2740d540da0443"
"1377",1377,17,7,0.974,5,1,7,"69ea501f7c2740d540da0443"
"1378",1378,17,8,0.967,5,1,8,"69ea501f7c2740d540da0443"
"1379",1379,17,3,0.765,5,0,5,"69ea501f7c2740d540da0443"
"1380",1380,17,6,1.026,5,1,6,"69ea501f7c2740d540da0443"
"1381",1381,17,6,1.334,5,0,5,"69ea501f7c2740d540da0443"
"1382",1382,17,2,0.852,5,0,5,"69ea501f7c2740d540da0443"
"1383",1383,17,3,1.233,5,1,3,"69ea501f7c2740d540da0443"
"1384",1384,17,4,1.353,5,1,4,"69ea501f7c2740d540da0443"
"1385",1385,17,4,0.897,5,0,5,"69ea501f7c2740d540da0443"
"1386",1386,17,7,1.777,5,0,5,"69ea501f7c2740d540da0443"
"1387",1387,17,4,2.146,5,0,5,"69ea501f7c2740d540da0443"
"1388",1388,17,8,1.852,5,1,8,"69ea501f7c2740d540da0443"
"1389",1389,17,8,1.548,5,1,8,"69ea501f7c2740d540da0443"
"1390",1390,17,6,1.572,5,1,6,"69ea501f7c2740d540da0443"
"1391",1391,17,3,1.384,5,0,5,"69ea501f7c2740d540da0443"
"1392",1392,17,6,1.339,5,1,6,"69ea501f7c2740d540da0443"
"1393",1393,17,3,1.086,5,0,5,"69ea501f7c2740d540da0443"
"1394",1394,17,8,1.621,5,1,8,"69ea501f7c2740d540da0443"
"1395",1395,17,7,2.358,5,1,7,"69ea501f7c2740d540da0443"
"1396",1396,17,2,1.86,5,0,5,"69ea501f7c2740d540da0443"
"1397",1397,17,2,1.619,5,0,5,"69ea501f7c2740d540da0443"
"1398",1398,17,8,2.68,5,0,5,"69ea501f7c2740d540da0443"
"1399",1399,17,7,0.799,5,1,7,"69ea501f7c2740d540da0443"
"1400",1400,17,3,1.059,5,1,3,"69ea501f7c2740d540da0443"
"1401",1401,17,7,1.528,5,0,5,"69ea501f7c2740d540da0443"
"1402",1402,17,3,1.553,5,0,5,"69ea501f7c2740d540da0443"
"1403",1403,17,2,1.597,5,0,5,"69ea501f7c2740d540da0443"
"1404",1404,17,6,1.4,5,0,5,"69ea501f7c2740d540da0443"
"1405",1405,17,4,1.309,5,0,5,"69ea501f7c2740d540da0443"
"1406",1406,17,8,1.582,5,1,8,"69ea501f7c2740d540da0443"
"1407",1407,17,4,1.733,5,0,5,"69ea501f7c2740d540da0443"
"1408",1408,17,2,1.622,5,0,5,"69ea501f7c2740d540da0443"
"1409",1409,17,8,2.229,5,0,5,"69ea501f7c2740d540da0443"
"1410",1410,17,2,2.063,5,0,5,"69ea501f7c2740d540da0443"
"1411",1411,17,6,1.849,5,1,6,"69ea501f7c2740d540da0443"
"1412",1412,17,7,1.479,5,0,5,"69ea501f7c2740d540da0443"
"1413",1413,17,6,1.71,5,1,6,"69ea501f7c2740d540da0443"
"1414",1414,17,3,1.515,5,0,5,"69ea501f7c2740d540da0443"
"1415",1415,17,6,1.527,5,1,6,"69ea501f7c2740d540da0443"
"1416",1416,17,2,1.747,5,0,5,"69ea501f7c2740d540da0443"
"1417",1417,17,6,1.864,5,1,6,"69ea501f7c2740d540da0443"
"1418",1418,17,8,1.694,5,1,8,"69ea501f7c2740d540da0443"
"1419",1419,17,3,1.703,5,0,5,"69ea501f7c2740d540da0443"
"1420",1420,17,4,2.063,5,0,5,"69ea501f7c2740d540da0443"
"1421",1421,17,8,1.559,5,1,8,"69ea501f7c2740d540da0443"
"1422",1422,17,2,1.716,5,0,5,"69ea501f7c2740d540da0443"
"1423",1423,17,4,1.479,5,0,5,"69ea501f7c2740d540da0443"
"1424",1424,17,4,1.877,5,0,5,"69ea501f7c2740d540da0443"
"1425",1425,17,6,2.109,5,0,5,"69ea501f7c2740d540da0443"
"1426",1426,17,8,1.526,5,1,8,"69ea501f7c2740d540da0443"
"1427",1427,17,7,1.614,5,1,7,"69ea501f7c2740d540da0443"
"1428",1428,17,3,1.47,5,0,5,"69ea501f7c2740d540da0443"
"1429",1429,17,4,1.264,5,0,5,"69ea501f7c2740d540da0443"
"1430",1430,17,8,0.935,5,1,8,"69ea501f7c2740d540da0443"
"1431",1431,17,3,0.771,5,0,5,"69ea501f7c2740d540da0443"
"1432",1432,17,6,0.92,5,1,6,"69ea501f7c2740d540da0443"
"1433",1433,17,2,1.015,5,0,5,"69ea501f7c2740d540da0443"
"1434",1434,17,4,2.12,5,0,5,"69ea501f7c2740d540da0443"
"1435",1435,17,4,1.384,5,1,4,"69ea501f7c2740d540da0443"
"1436",1436,17,8,1.081,5,1,8,"69ea501f7c2740d540da0443"
"1437",1437,17,6,0.891,5,0,5,"69ea501f7c2740d540da0443"
"1438",1438,17,7,1.146,5,1,7,"69ea501f7c2740d540da0443"
"1439",1439,17,2,1.204,5,0,5,"69ea501f7c2740d540da0443"
"1440",1440,17,3,1.092,5,0,5,"69ea501f7c2740d540da0443"
"1441",1441,17,6,1.643,5,1,6,"69ea501f7c2740d540da0443"
"1442",1442,17,7,1.766,5,1,7,"69ea501f7c2740d540da0443"
"1443",1443,17,7,1.987,5,1,7,"69ea501f7c2740d540da0443"
"1444",1444,17,3,1.974,5,0,5,"69ea501f7c2740d540da0443"
"1445",1445,17,8,1.013,5,1,8,"69ea501f7c2740d540da0443"
"1446",1446,18,3,1.341,5,0,5,"69ea7eb1026754c383c71dcb"
"1447",1447,18,3,1.046,5,0,5,"69ea7eb1026754c383c71dcb"
"1448",1448,18,4,1.534,5,1,4,"69ea7eb1026754c383c71dcb"
"1449",1449,18,6,1.39,5,1,6,"69ea7eb1026754c383c71dcb"
"1450",1450,18,4,1.988,5,1,4,"69ea7eb1026754c383c71dcb"
"1451",1451,18,4,1.24,5,1,4,"69ea7eb1026754c383c71dcb"
"1452",1452,18,7,1.242,5,0,5,"69ea7eb1026754c383c71dcb"
"1453",1453,18,2,0.795,5,1,2,"69ea7eb1026754c383c71dcb"
"1454",1454,18,6,1.39,5,1,6,"69ea7eb1026754c383c71dcb"
"1455",1455,18,8,1.283,5,1,8,"69ea7eb1026754c383c71dcb"
"1456",1456,18,8,1.597,5,1,8,"69ea7eb1026754c383c71dcb"
"1457",1457,18,8,1.439,5,1,8,"69ea7eb1026754c383c71dcb"
"1458",1458,18,7,1.28,5,1,7,"69ea7eb1026754c383c71dcb"
"1459",1459,18,7,1.014,5,1,7,"69ea7eb1026754c383c71dcb"
"1460",1460,18,6,1.055,5,1,6,"69ea7eb1026754c383c71dcb"
"1461",1461,18,3,0.924,5,0,5,"69ea7eb1026754c383c71dcb"
"1462",1462,18,2,1.009,5,0,5,"69ea7eb1026754c383c71dcb"
"1463",1463,18,6,1.84,5,1,6,"69ea7eb1026754c383c71dcb"
"1464",1464,18,7,1.311,5,1,7,"69ea7eb1026754c383c71dcb"
"1465",1465,18,8,0.581,5,0,5,"69ea7eb1026754c383c71dcb"
"1466",1466,18,3,1.035,5,0,5,"69ea7eb1026754c383c71dcb"
"1467",1467,18,3,1.503,5,0,5,"69ea7eb1026754c383c71dcb"
"1468",1468,18,7,1.227,5,1,7,"69ea7eb1026754c383c71dcb"
"1469",1469,18,2,0.995,5,1,2,"69ea7eb1026754c383c71dcb"
"1470",1470,18,2,0.641,5,0,5,"69ea7eb1026754c383c71dcb"
"1471",1471,18,8,1.151,5,1,8,"69ea7eb1026754c383c71dcb"
